Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
URBAN VISTA,"730,000",441.32,"1,654",Aug-25,TANAH MERAH KECHIL LINK,Resale,Strata,41,"17,805",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
ECO,"950,000",688.9,"1,379",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,64,"14,844",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
COSTA DEL SOL,"2,300,000","1,474.67","1,560",Aug-25,BAYSHORE ROAD,Resale,Strata,137,"16,788",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,400,000","1,011.82","1,384",Aug-25,BAYSHORE ROAD,Resale,Strata,94,"14,894",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,16 to 20
BAYSHORE PARK,"1,480,000","1,291.68","1,146",Aug-25,BAYSHORE ROAD,Resale,Strata,120,"12,333",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
CASA MERAH,"2,050,000","1,237.86","1,656",Aug-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,115,"17,826",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,11 to 15
THE TANAMERA,"1,590,000","1,323.97","1,201",Aug-25,TANAH MERAH KECHIL ROAD,Resale,Strata,123,"12,927",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,16 to 20
WATERFRONT GOLD,"1,060,000",667.37,"1,588",Aug-25,BEDOK RESERVOIR ROAD,Resale,Strata,62,"17,097",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
THE GLADES,"1,180,000",721.19,"1,636",Aug-25,BEDOK RISE,Resale,Strata,67,"17,612",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,300,000","1,291.68","1,781",Aug-25,BEDOK RESERVOIR ROAD,Resale,Strata,120,"19,167",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
OPTIMA @ TANAH MERAH,"1,280,000",861.12,"1,486",Aug-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,80,"16,000",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
BEDOK COURT,"1,250,000","1,173.28","1,065",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,109,"11,468",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
BAYSHORE PARK,"1,450,000","1,076.4","1,347",Aug-25,BAYSHORE ROAD,Resale,Strata,100,"14,500",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"1,630,000","1,227.1","1,328",Aug-25,BEDOK RESERVOIR VIEW,Resale,Strata,114,"14,298",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
CASAFINA,"1,670,000","1,270.15","1,315",Aug-25,BEDOK SOUTH AVENUE 1,Resale,Strata,118,"14,153",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
BEDOK COURT,"1,265,000","1,173.28","1,078",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,109,"11,606",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
BAYSHORE PARK,"1,280,000",936.47,"1,367",Aug-25,BAYSHORE ROAD,Resale,Strata,87,"14,713",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"2,010,000","1,539.25","1,306",Aug-25,BEDOK RESERVOIR VIEW,Resale,Strata,143,"14,056",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
COSTA DEL SOL,"2,350,000","1,227.1","1,915",Aug-25,BAYSHORE ROAD,Resale,Strata,114,"20,614",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"2,950,000","1,453.14","2,030",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,135,"21,852",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
BEDOK RESIDENCES,"1,000,000",581.26,"1,720",Aug-25,BEDOK NORTH DRIVE,Resale,Strata,54,"18,519",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
APOLLO GARDENS,"2,408,888","1,840.64","1,309",Aug-25,UPPER CHANGI ROAD,Resale,Strata,171,"14,087",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE GLADES,"1,155,000",688.9,"1,677",Aug-25,BEDOK RISE,Resale,Strata,64,"18,047",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
THE GLADES,"920,000",570.49,"1,613",Aug-25,BEDOK RISE,Resale,Strata,53,"17,358",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"1,760,000",936.47,"1,879",Aug-25,BEDOK NORTH DRIVE,Resale,Strata,87,"20,230",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
BAYWATER,"1,350,100","1,054.87","1,280",Aug-25,BEDOK RESERVOIR ROAD,Resale,Strata,98,"13,777",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,01 to 05
THE TANAMERA,"1,660,888","1,323.97","1,254",Aug-25,TANAH MERAH KECHIL ROAD,Resale,Strata,123,"13,503",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,16 to 20
LAGUNA GREEN,"1,940,000","1,270.15","1,527",Aug-25,JALAN HAJIJAH,Resale,Strata,118,"16,441",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
URBAN VISTA,"1,210,000",688.9,"1,756",Aug-25,TANAH MERAH KECHIL LINK,Resale,Strata,64,"18,906",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
ECO,"1,430,000",893.41,"1,601",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,83,"17,229",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
EASTWOOD REGENCY,"680,000",387.5,"1,755",Aug-25,EASTWOOD ROAD,Resale,Strata,36,"18,889",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"945,500",581.26,"1,627",Aug-25,BEDOK NORTH DRIVE,Resale,Strata,54,"17,509",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
WATERFRONT ISLE,"1,415,000",914.94,"1,547",Aug-25,BEDOK RESERVOIR ROAD,Resale,Strata,85,"16,647",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"1,138,000",893.41,"1,274",Aug-25,BEDOK RESERVOIR VIEW,Resale,Strata,83,"13,711",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE SUMMIT,"2,400,000","1,528.49","1,570",Aug-25,UPPER EAST COAST ROAD,Resale,Strata,142,"16,901",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ECO,"916,000",581.26,"1,576",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,54,"16,963",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
EASTWOOD GREEN,"1,655,000","1,173.28","1,411",Aug-25,EASTWOOD ROAD,Resale,Strata,109,"15,183",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE TANAMERA,"1,150,000",958,"1,200",Aug-25,TANAH MERAH KECHIL ROAD,Resale,Strata,89,"12,921",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,01 to 05
STRATFORD COURT,"1,400,000","1,151.75","1,216",Aug-25,BEDOK RIA CRESCENT,Resale,Strata,107,"13,084",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
CASA MERAH,"1,320,000",947.23,"1,394",Jul-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,88,"15,000",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
EAST MEADOWS,"1,600,000","1,237.86","1,293",Jul-25,TANAH MERAH KECHIL ROAD,Resale,Strata,115,"13,913",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,11 to 15
SUNHAVEN,"1,830,000","1,313.21","1,394",Jul-25,UPPER CHANGI ROAD EAST,Resale,Strata,122,"15,000",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
URBAN VISTA,"1,420,000",904.18,"1,570",Jul-25,TANAH MERAH KECHIL LINK,Resale,Strata,84,"16,905",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
LANDBAY CONDOMINIUM,"1,755,000",979.52,"1,792",Jul-25,JALAN HAJIJAH,Resale,Strata,91,"19,286",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
TANAH MERAH MANSION,"1,380,000","1,194.8","1,155",Jul-25,TANAH MERAH KECHIL ROAD SOUTH,Resale,Strata,111,"12,432",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ARCHIPELAGO,"1,928,000","1,184.04","1,628",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,110,"17,527",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
EAST MEADOWS,"1,675,000","1,237.86","1,353",Jul-25,TANAH MERAH KECHIL ROAD,Resale,Strata,115,"14,565",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
THE BAYCOURT,"2,300,000","1,657.66","1,388",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,154,"14,935",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
EAST COAST RESIDENCES,"2,200,000","1,453.14","1,514",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,135,"16,296",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"1,940,000",764.24,"2,538",Jul-25,UPPER EAST COAST ROAD,New Sale,Strata,71,"27,324",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
TANAMERA CREST,"1,460,000","1,216.33","1,200",Jul-25,PARI DEDAP WALK,Resale,Strata,113,"12,920",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"1,700,000","1,162.51","1,462",Jul-25,BEDOK NORTH DRIVE,Resale,Strata,108,"15,741",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
URBAN VISTA,"800,000",538.2,"1,486",Jul-25,TANAH MERAH KECHIL LINK,Resale,Strata,50,"16,000",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"2,900,000","1,528.49","1,897",Jul-25,BEDOK NORTH DRIVE,Resale,Strata,142,"20,423",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
CASCADALE,"1,750,000","1,614.6","1,084",Jul-25,UPPER CHANGI ROAD EAST,Resale,Strata,150,"11,667",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE GLADES,"1,230,000",688.9,"1,785",Jul-25,BEDOK RISE,Resale,Strata,64,"19,219",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"3,700,000","2,863.22","1,292",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,266,"13,910",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
WATERFRONT KEY,"2,403,288","1,313.21","1,830",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,122,"19,699",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,160,000","1,345.5","1,605",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,125,"17,280",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
ARCHIPELAGO,"868,000",527.44,"1,646",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,49,"17,714",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
THE GLADES,"1,260,000",667.37,"1,888",Jul-25,BEDOK RISE,Resale,Strata,62,"20,323",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
THE BAYSHORE,"1,750,000","1,259.39","1,390",Jul-25,BAYSHORE ROAD,Resale,Strata,117,"14,957",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
EAST COAST RESIDENCES,"1,790,000","1,001.05","1,788",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,93,"19,247",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE CLEARWATER,"1,230,000",947.23,"1,299",Jul-25,BEDOK RESERVOIR VIEW,Resale,Strata,88,"13,977",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"2,110,000","1,227.1","1,720",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,114,"18,509",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
CASAFINA,"1,460,888","1,237.86","1,180",Jul-25,BEDOK SOUTH AVENUE 1,Resale,Strata,115,"12,703",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE DAFFODIL,"1,160,000",731.95,"1,585",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,68,"17,059",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
COSTA DEL SOL,"2,400,000","1,313.21","1,828",Jul-25,BAYSHORE ROAD,Resale,Strata,122,"19,672",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
CHANGI COURT,"1,235,000",839.59,"1,471",Jul-25,UPPER CHANGI ROAD EAST,Resale,Strata,78,"15,833",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"1,200,000",602.78,"1,991",Jul-25,BEDOK NORTH DRIVE,Resale,Strata,56,"21,429",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
THE TANAMERA,"1,100,000",958,"1,148",Jul-25,TANAH MERAH KECHIL ROAD,Resale,Strata,89,"12,360",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,01 to 05
BAGNALL HAUS,"3,708,000","1,528.49","2,426",Jul-25,UPPER EAST COAST ROAD,New Sale,Strata,142,"26,113",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BEDOK RESIDENCES,"2,200,000","1,097.93","2,004",Jul-25,BEDOK NORTH DRIVE,Resale,Strata,102,"21,569",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
THE GLADES,"1,750,000","1,001.05","1,748",Jul-25,BEDOK RISE,Resale,Strata,93,"18,817",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
THE GLADES,"1,020,000",710.42,"1,436",Jul-25,BEDOK RISE,Resale,Strata,66,"15,455",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,710,000","1,184.04","1,444",Jul-25,BAYSHORE ROAD,Resale,Strata,110,"15,545",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
ECO,"929,000",592.02,"1,569",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"16,891",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
COUNTRY PARK CONDOMINIUM,"2,400,000","1,356.26","1,770",Jul-25,BEDOK ROAD,Resale,Strata,126,"19,048",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"1,135,000",893.41,"1,270",Jul-25,BEDOK RESERVOIR VIEW,Resale,Strata,83,"13,675",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
CHANGI COURT,"1,300,000",871.88,"1,491",Jul-25,UPPER CHANGI ROAD EAST,Resale,Strata,81,"16,049",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CHANGI GREEN,"1,200,000",871.88,"1,376",Jul-25,UPPER CHANGI ROAD EAST,Resale,Strata,81,"14,815",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CASA MERAH,"1,488,000",990.29,"1,503",Jul-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,92,"16,174",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,11 to 15
AQUARIUS BY THE PARK,"1,650,000","1,205.57","1,369",Jul-25,BEDOK RESERVOIR VIEW,Resale,Strata,112,"14,732",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
URBAN VISTA,"925,000",548.96,"1,685",Jul-25,TANAH MERAH KECHIL LINK,Resale,Strata,51,"18,137",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
ECO,"948,888",592.02,"1,603",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"17,253",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
BEDOK COURT,"2,460,000","2,271.2","1,083",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,211,"11,659",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,295,000",667.37,"1,940",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,62,"20,887",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
ARCHIPELAGO,"2,300,000","1,539.25","1,494",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,143,"16,084",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
ECO,"1,580,000","1,022.58","1,545",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,95,"16,632",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,800,000","1,184.04","1,520",Jul-25,BAYSHORE ROAD,Resale,Strata,110,"16,364",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
SCENECA RESIDENCE,"3,100,000","1,517.72","2,043",Jul-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,986",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,01 to 05
BREEZE BY THE EAST,"2,100,000","1,248.62","1,682",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,116,"18,103",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ECO,"958,888",635.08,"1,510",Jul-25,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"16,252",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
SCENECA RESIDENCE,"2,518,000","1,162.51","2,166",Jul-25,TANAH MERAH KECHIL LINK,New Sale,Strata,108,"23,315",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
COSTA DEL SOL,"2,980,000","1,474.67","2,021",Jul-25,BAYSHORE ROAD,Resale,Strata,137,"21,752",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,16 to 20
BAYSHORE PARK,"1,228,000",936.47,"1,311",Jul-25,BAYSHORE ROAD,Resale,Strata,87,"14,115",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
BEDOK COURT,"2,388,000","2,411.14",990,Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,224,"10,661",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,080,000","1,323.97","1,571",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,123,"16,911",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
CHANGI COURT,"1,308,000",968.76,"1,350",Jun-25,UPPER CHANGI ROAD EAST,Resale,Strata,90,"14,533",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
SCENECA RESIDENCE,"3,060,000","1,517.72","2,016",Jun-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,702",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
ARCHIPELAGO,"1,985,000","1,184.04","1,676",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,110,"18,045",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
URBAN VISTA,"765,000",505.91,"1,512",Jun-25,TANAH MERAH KECHIL LINK,Resale,Strata,47,"16,277",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
SCENECA RESIDENCE,"1,260,000",538.2,"2,341",Jun-25,TANAH MERAH KECHIL LINK,Sub Sale,Strata,50,"25,200",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
SUNHAVEN,"2,085,000","1,819.12","1,146",Jun-25,UPPER CHANGI ROAD EAST,Resale,Strata,169,"12,337",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
BEDOK COURT,"1,588,000","1,733",916,Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,161,"9,863",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
EAST MEADOWS,"1,600,000","1,216.33","1,315",Jun-25,TANAH MERAH KECHIL ROAD,Resale,Strata,113,"14,159",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,06 to 10
THE CLEARWATER,"1,880,000","1,334.74","1,409",Jun-25,BEDOK RESERVOIR VIEW,Resale,Strata,124,"15,161",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
RIVIERA RESIDENCES,"2,950,000","1,603.84","1,839",Jun-25,RIVIERA DRIVE,Resale,Strata,149,"19,799",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ECO,"890,000",635.08,"1,401",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"15,085",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
SCENECA RESIDENCE,"3,038,000","1,517.72","2,002",Jun-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,546",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,388,000",936.47,"1,482",Jun-25,BAYSHORE ROAD,Resale,Strata,87,"15,954",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
BAYSHORE PARK,"1,670,000","1,291.68","1,293",Jun-25,BAYSHORE ROAD,Resale,Strata,120,"13,917",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,16 to 20
BAYSHORE PARK,"1,200,000",936.47,"1,281",Jun-25,BAYSHORE ROAD,Resale,Strata,87,"13,793",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,16 to 20
GRANDEUR PARK RESIDENCES,"870,000",419.8,"2,072",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,39,"22,308",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
SCENECA RESIDENCE,"2,920,000","1,517.72","1,924",Jun-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"20,709",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,060,000","1,259.39","1,636",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,117,"17,607",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
ECO,"930,000",635.08,"1,464",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"15,763",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE GLADES,"1,235,000",699.66,"1,765",Jun-25,BEDOK RISE,Resale,Strata,65,"19,000",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,267,500",958,"1,323",Jun-25,BAYSHORE ROAD,Resale,Strata,89,"14,242",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
CHANGI GREEN,"1,620,000","1,216.33","1,332",Jun-25,UPPER CHANGI ROAD EAST,Resale,Strata,113,"14,336",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
URBAN VISTA,"1,010,000",861.12,"1,173",Jun-25,TANAH MERAH KECHIL LINK,Resale,Strata,80,"12,625",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE GLADES,"800,000",484.38,"1,652",Jun-25,BEDOK RISE,Resale,Strata,45,"17,778",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
BLEU @ EAST COAST,"2,080,000","1,205.57","1,725",Jun-25,UPPER EAST COAST ROAD,Resale,Strata,112,"18,571",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ECO,"1,445,000",861.12,"1,678",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,80,"18,063",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
CHANGI GREEN,"1,250,000","1,001.05","1,249",Jun-25,UPPER CHANGI ROAD EAST,Resale,Strata,93,"13,441",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"1,790,000","1,323.97","1,352",Jun-25,BEDOK RESERVOIR VIEW,Resale,Strata,123,"14,553",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
WATERFRONT KEY,"1,550,000",904.18,"1,714",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,84,"18,452",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
BAGNALL HAUS,"1,884,000",753.48,"2,500",Jun-25,UPPER EAST COAST ROAD,New Sale,Strata,70,"26,914",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"2,380,000","1,872.94","1,271",Jun-25,BEDOK RESERVOIR VIEW,Resale,Strata,174,"13,678",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,16 to 20
ECO,"930,000",592.02,"1,571",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"16,909",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,200,000",592.02,"2,027",Jun-25,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"21,818",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
BAYSHORE PARK,"1,693,888","1,291.68","1,311",Jun-25,BAYSHORE ROAD,Resale,Strata,120,"14,116",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,16 to 20
ARCHIPELAGO,"2,200,000","1,560.78","1,410",Jun-25,BEDOK RESERVOIR ROAD,Resale,Strata,145,"15,172",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
COSTA DEL SOL,"3,265,000","1,560.78","2,092",Jun-25,BAYSHORE ROAD,Resale,Strata,145,"22,517",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,26 to 30
LAGUNA GREEN,"1,700,000","1,173.28","1,449",Jun-25,JALAN HAJIJAH,Resale,Strata,109,"15,596",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,280,000",925.7,"1,383",Jun-25,BAYSHORE ROAD,Resale,Strata,86,"14,884",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
THE DAFFODIL,"1,085,000",688.9,"1,575",Jun-25,UPPER EAST COAST ROAD,Resale,Strata,64,"16,953",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
